1M,2M,3M,4M,5M,6M,7M,8M,9M,10M,11M,12M
-1.9 ,0.7 ,6.1 ,12.6 ,18.2 ,22.7 ,25.3 ,26.1 ,21.6 ,15.0 ,7.5 ,0.2 
